datetime,training_steps,game_length,game_result,black_elo_rating,white_elo_rating
2025-02-09 00:46:52,186000,32,W+1.0,723.1439766315715,754.4076698380495
2025-02-09 00:54:40,187000,30,W+1.0,707.8802834250935,739.1439766315715
2025-02-09 01:02:54,188000,81,DRAW,707.8802834250935,707.8802834250935
2025-02-09 01:10:36,189000,81,DRAW,707.8802834250935,707.8802834250935
2025-02-09 01:18:47,190000,81,DRAW,707.8802834250935,707.8802834250935
2025-02-09 01:26:30,191000,81,DRAW,707.8802834250935,707.8802834250935
2025-02-09 01:33:45,192000,36,W+1.0,692.6165902186154,723.8802834250935
2025-02-09 01:42:49,193000,81,DRAW,692.6165902186154,692.6165902186154
2025-02-09 01:50:04,194000,81,DRAW,692.6165902186154,692.6165902186154
2025-02-09 01:57:48,195000,81,DRAW,692.6165902186154,692.6165902186154
2025-02-09 02:06:04,196000,81,DRAW,692.6165902186154,692.6165902186154
2025-02-09 02:13:50,197000,81,DRAW,692.6165902186154,692.6165902186154
2025-02-09 02:21:37,198000,81,DRAW,692.6165902186154,692.6165902186154
2025-02-09 02:28:53,199000,29,B+1.0,708.6165902186154,677.3528970121374
2025-02-09 02:36:37,200000,35,B+1.0,724.6165902186154,693.3528970121374
2025-02-09 02:44:16,201000,16,W+1.0,709.3528970121374,740.6165902186154
2025-02-09 02:52:27,202000,26,W+1.0,694.0892038056594,725.3528970121374
2025-02-09 03:00:42,203000,81,DRAW,694.0892038056594,694.0892038056594
2025-02-09 03:08:44,204000,81,DRAW,694.0892038056594,694.0892038056594
2025-02-09 03:16:19,205000,81,DRAW,694.0892038056594,694.0892038056594
2025-02-09 03:23:41,206000,38,W+1.0,678.8255105991814,710.0892038056594
2025-02-09 03:31:24,207000,81,DRAW,678.8255105991814,678.8255105991814
2025-02-09 03:39:17,208000,81,DRAW,678.8255105991814,678.8255105991814
2025-02-09 03:47:12,209000,81,DRAW,678.8255105991814,678.8255105991814
2025-02-09 03:55:42,210000,81,DRAW,678.8255105991814,678.8255105991814
2025-02-09 04:02:57,211000,81,DRAW,678.8255105991814,678.8255105991814
2025-02-09 04:10:20,212000,42,W+1.0,663.5618173927033,694.8255105991814
2025-02-09 04:18:39,213000,81,DRAW,663.5618173927033,663.5618173927033
2025-02-09 04:26:20,214000,81,DRAW,663.5618173927033,663.5618173927033
2025-02-09 04:33:42,215000,42,W+1.0,648.2981241862253,679.5618173927033
2025-02-09 04:41:55,216000,81,DRAW,648.2981241862253,648.2981241862253
2025-02-09 04:49:59,217000,81,DRAW,648.2981241862253,648.2981241862253
2025-02-09 04:56:43,218000,26,W+1.0,633.0344309797473,664.2981241862253
2025-02-09 05:05:08,219000,81,DRAW,633.0344309797473,633.0344309797473
2025-02-09 05:12:34,220000,42,W+1.0,617.7707377732693,649.0344309797473
2025-02-09 05:20:20,221000,26,W+1.0,602.5070445667913,633.7707377732693
2025-02-09 05:28:34,222000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 05:36:18,223000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 05:44:05,224000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 05:51:54,225000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 05:59:36,226000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 06:07:28,227000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 06:15:12,228000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 06:23:02,229000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 06:30:47,230000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 06:38:32,231000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 06:46:40,232000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 06:54:18,233000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 07:01:33,234000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 07:09:21,235000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 07:17:10,236000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 07:25:09,237000,81,DRAW,602.5070445667913,602.5070445667913
2025-02-09 07:32:43,238000,42,W+1.0,587.2433513603132,618.5070445667913
2025-02-09 07:40:45,239000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 07:48:27,240000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 07:56:11,241000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 08:04:06,242000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 08:11:36,243000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 08:19:33,244000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 08:27:26,245000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 08:34:39,246000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 08:42:27,247000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 08:50:12,248000,81,DRAW,587.2433513603132,587.2433513603132
2025-02-09 08:57:32,249000,44,W+1.0,571.9796581538352,603.2433513603132
2025-02-09 09:05:21,250000,44,W+1.0,556.7159649473572,587.9796581538352
2025-02-09 09:13:11,251000,44,W+1.0,541.4522717408792,572.7159649473572
2025-02-09 09:21:29,252000,81,DRAW,541.4522717408792,541.4522717408792
2025-02-09 09:29:34,253000,81,DRAW,541.4522717408792,541.4522717408792
2025-02-09 09:37:25,254000,81,DRAW,541.4522717408792,541.4522717408792
2025-02-09 09:44:36,255000,81,DRAW,541.4522717408792,541.4522717408792
2025-02-09 09:52:48,256000,81,DRAW,541.4522717408792,541.4522717408792
2025-02-09 10:00:17,257000,44,W+1.0,526.1885785344011,557.4522717408792
2025-02-09 10:07:38,258000,44,W+1.0,510.9248853279231,542.1885785344011
2025-02-09 10:16:03,259000,81,DRAW,510.9248853279231,510.9248853279231
2025-02-09 10:23:46,260000,81,DRAW,510.9248853279231,510.9248853279231
2025-02-09 10:31:29,261000,81,DRAW,510.9248853279231,510.9248853279231
2025-02-09 10:38:52,262000,44,W+1.0,495.6611921214451,526.9248853279231
2025-02-09 12:38:09,263000,81,DRAW,0.0,0.0
2025-02-09 12:45:55,264000,81,DRAW,0.0,0.0
2025-02-09 12:53:41,265000,81,DRAW,0.0,0.0
2025-02-09 13:00:31,266000,44,W+1.0,-15.263693206478006,16.0
2025-02-09 13:08:46,267000,81,DRAW,-15.263693206478006,-15.263693206478006
2025-02-09 13:16:06,268000,44,W+1.0,-30.527386412956012,0.7363067935219938
2025-02-09 13:23:54,269000,44,W+1.0,-45.791079619434015,-14.527386412956012
2025-02-09 13:31:47,270000,44,W+1.0,-61.054772825912025,-29.791079619434015
2025-02-09 13:40:01,271000,81,DRAW,-61.054772825912025,-61.054772825912025
2025-02-09 13:47:21,272000,44,W+1.0,-76.31846603239003,-45.054772825912025
2025-02-09 13:55:50,273000,81,DRAW,-76.31846603239003,-76.31846603239003
2025-02-09 14:02:59,274000,52,W+1.0,-91.58215923886804,-60.318466032390035
2025-02-09 14:11:05,275000,52,W+1.0,-106.84585244534605,-75.58215923886804
2025-02-09 14:18:46,276000,81,DRAW,-106.84585244534605,-106.84585244534605
2025-02-09 14:26:30,277000,81,DRAW,-106.84585244534605,-106.84585244534605
2025-02-09 14:34:20,278000,81,DRAW,-106.84585244534605,-106.84585244534605
2025-02-09 14:41:46,279000,44,W+1.0,-122.10954565182406,-90.84585244534605
2025-02-09 14:49:11,280000,44,W+1.0,-137.37323885830207,-106.10954565182406
2025-02-09 14:57:03,281000,34,W+1.0,-152.63693206478007,-121.37323885830207
2025-02-09 15:05:02,282000,44,W+1.0,-167.90062527125806,-136.63693206478007
2025-02-09 15:12:35,283000,44,W+1.0,-183.16431847773606,-151.90062527125806
2025-02-09 15:20:27,284000,44,W+1.0,-198.42801168421406,-167.16431847773606
2025-02-09 15:27:41,285000,34,W+1.0,-213.69170489069205,-182.42801168421406
2025-02-09 15:35:30,286000,44,W+1.0,-228.95539809717005,-197.69170489069205
2025-02-09 15:43:25,287000,44,W+1.0,-244.21909130364804,-212.95539809717005
2025-02-09 15:51:15,288000,44,W+1.0,-259.48278451012607,-228.21909130364804
2025-02-09 15:58:33,289000,44,W+1.0,-274.7464777166041,-243.48278451012607
2025-02-09 16:06:53,290000,81,DRAW,-274.7464777166041,-274.7464777166041
2025-02-09 16:14:18,291000,44,W+1.0,-290.0101709230821,-258.7464777166041
2025-02-09 16:22:11,292000,44,W+1.0,-305.27386412956014,-274.0101709230821
2025-02-09 16:30:03,293000,44,W+1.0,-320.53755733603816,-289.27386412956014
2025-02-09 16:37:22,294000,44,W+1.0,-335.8012505425162,-304.53755733603816
2025-02-09 16:45:14,295000,44,W+1.0,-351.0649437489942,-319.8012505425162
2025-02-09 16:53:43,296000,81,DRAW,-351.0649437489942,-351.0649437489942
2025-02-09 17:00:33,297000,44,W+1.0,-366.32863695547223,-335.0649437489942
2025-02-09 17:08:23,298000,44,W+1.0,-381.59233016195026,-350.32863695547223
2025-02-09 17:16:18,299000,44,W+1.0,-396.8560233684283,-365.59233016195026
2025-02-09 17:23:53,300000,44,W+1.0,-412.1197165749063,-380.8560233684283
