datetime,training_steps,policy_loss,value_loss,learning_rate,total_games,total_samples
2025-02-08 02:22:54,10200,3.1543493270874023,0.7062660455703735,0.01,55000,1198022
2025-02-08 02:22:57,10400,3.35575532913208,0.7255816459655762,0.01,55000,1198022
2025-02-08 02:23:01,10600,3.423240900039673,0.7838364839553833,0.01,55000,1198022
2025-02-08 02:23:04,10800,3.4369633197784424,0.6278873682022095,0.01,55000,1198022
2025-02-08 02:23:08,11000,3.476564407348633,0.7258948087692261,0.01,55000,1198022
2025-02-08 02:32:31,11200,3.4568655490875244,0.7294924259185791,0.01,60000,1265851
2025-02-08 02:32:34,11400,3.354374647140503,0.7724570631980896,0.01,60000,1265851
2025-02-08 02:32:38,11600,3.323777198791504,0.7535116672515869,0.01,60000,1265851
2025-02-08 02:32:41,11800,3.431779623031616,0.7831417322158813,0.01,60000,1265851
2025-02-08 02:32:45,12000,3.33807373046875,0.7174524068832397,0.01,60000,1265851
2025-02-08 02:41:03,12200,3.316638469696045,0.7026870250701904,0.01,65000,1327214
2025-02-08 02:41:07,12400,3.265472888946533,0.6869735717773438,0.01,65000,1327214
2025-02-08 02:41:10,12600,3.2650022506713867,0.6626883745193481,0.01,65000,1327214
2025-02-08 02:41:14,12800,3.2248587608337402,0.7462500333786011,0.01,65000,1327214
2025-02-08 02:41:17,13000,3.267019033432007,0.748654305934906,0.01,65000,1327214
2025-02-08 02:48:49,13200,3.306464195251465,0.6519714593887329,0.01,70000,1385234
2025-02-08 02:48:53,13400,3.1240413188934326,0.6471383571624756,0.01,70000,1385234
2025-02-08 02:48:56,13600,3.253892183303833,0.6762021780014038,0.01,70000,1385234
2025-02-08 02:49:00,13800,3.1999006271362305,0.525009274482727,0.01,70000,1385234
2025-02-08 02:49:04,14000,3.1894731521606445,0.6045594215393066,0.01,70000,1385234
2025-02-08 02:56:51,14200,3.2152585983276367,0.6434085369110107,0.01,75000,1444832
2025-02-08 02:56:55,14400,3.1156704425811768,0.636145830154419,0.01,75000,1444832
2025-02-08 02:56:58,14600,3.326295852661133,0.6763474941253662,0.01,75000,1444832
2025-02-08 02:57:02,14800,3.178947925567627,0.6051251888275146,0.01,75000,1444832
2025-02-08 02:57:05,15000,3.1628341674804688,0.6340727806091309,0.01,75000,1444832
2025-02-08 03:05:02,15200,3.2552270889282227,0.6118149757385254,0.01,80000,1503849
2025-02-08 03:05:05,15400,3.2985706329345703,0.5708034038543701,0.01,80000,1503849
2025-02-08 03:05:09,15600,3.1016223430633545,0.6426968574523926,0.01,80000,1503849
2025-02-08 03:05:12,15800,3.200758218765259,0.6331092119216919,0.01,80000,1503849
2025-02-08 03:05:16,16000,3.111828327178955,0.6802847981452942,0.01,80000,1503849
2025-02-08 03:11:58,16200,3.0201587677001953,0.7662390470504761,0.01,85000,1558643
2025-02-08 03:12:02,16400,3.0818448066711426,0.7395327091217041,0.01,85000,1558643
2025-02-08 03:12:05,16600,3.1425797939300537,0.5465425252914429,0.01,85000,1558643
2025-02-08 03:12:09,16800,3.1301770210266113,0.6636582016944885,0.01,85000,1558643
2025-02-08 03:12:12,17000,3.235975742340088,0.6093491315841675,0.01,85000,1558643
2025-02-08 03:20:00,17200,3.1329126358032227,0.6226806640625,0.01,90000,1617308
2025-02-08 03:20:03,17400,3.0062971115112305,0.5697648525238037,0.01,90000,1617308
2025-02-08 03:20:07,17600,3.159120559692383,0.6350595951080322,0.01,90000,1617308
2025-02-08 03:20:10,17800,3.0015835762023926,0.6057474613189697,0.01,90000,1617308
2025-02-08 03:20:14,18000,3.001836061477661,0.5544922351837158,0.01,90000,1617308
2025-02-08 03:27:08,18200,2.9459176063537598,0.5492401123046875,0.01,95000,1671793
2025-02-08 03:27:11,18400,3.030144214630127,0.5648341178894043,0.01,95000,1671793
2025-02-08 03:27:15,18600,2.878366708755493,0.6944593191146851,0.01,95000,1671793
2025-02-08 03:27:18,18800,2.9806694984436035,0.617232620716095,0.01,95000,1671793
2025-02-08 03:27:22,19000,3.1705527305603027,0.6712250709533691,0.01,95000,1671793
2025-02-08 03:34:07,19200,2.8583908081054688,0.6169215440750122,0.01,100000,1724341
2025-02-08 03:34:10,19400,2.902344226837158,0.4287134110927582,0.01,100000,1724341
2025-02-08 03:34:14,19600,2.9738669395446777,0.6054098606109619,0.01,100000,1724341
2025-02-08 03:34:17,19800,2.84893798828125,0.5762410163879395,0.01,100000,1724341
2025-02-08 03:34:20,20000,2.8975465297698975,0.5511087775230408,0.01,100000,1724341
2025-02-08 03:40:51,20200,2.7584662437438965,0.4782905578613281,0.01,105000,1776612
2025-02-08 03:40:55,20400,2.9481654167175293,0.4873870611190796,0.01,105000,1776612
2025-02-08 03:40:58,20600,2.994110584259033,0.6302995085716248,0.01,105000,1776612
2025-02-08 03:41:02,20800,2.853743314743042,0.5827783346176147,0.01,105000,1776612
2025-02-08 03:41:05,21000,2.864973545074463,0.5551601052284241,0.01,105000,1776612
2025-02-08 03:47:43,21200,2.898472547531128,0.5550393462181091,0.01,110000,1829077
2025-02-08 03:47:46,21400,2.90297794342041,0.3900062143802643,0.01,110000,1829077
2025-02-08 03:47:50,21600,2.8311080932617188,0.5392696857452393,0.01,110000,1829077
2025-02-08 03:47:53,21800,2.752030372619629,0.4659024477005005,0.01,110000,1829077
2025-02-08 03:47:57,22000,2.801016092300415,0.526999831199646,0.01,110000,1829077
2025-02-08 03:54:46,22200,2.504509925842285,0.4237048923969269,0.01,115000,1882338
2025-02-08 03:54:49,22400,2.682875633239746,0.45465168356895447,0.01,115000,1882338
2025-02-08 03:54:53,22600,2.7994461059570312,0.48816126585006714,0.01,115000,1882338
2025-02-08 03:54:56,22800,2.6956162452697754,0.4078626334667206,0.01,115000,1882338
2025-02-08 03:55:00,23000,2.616018295288086,0.410697877407074,0.01,115000,1882338
2025-02-08 04:02:14,23200,2.766602039337158,0.44575363397598267,0.01,120000,1937534
2025-02-08 04:02:18,23400,2.9064793586730957,0.4958895444869995,0.01,120000,1937534
2025-02-08 04:02:21,23600,2.694838762283325,0.48904216289520264,0.01,120000,1937534
2025-02-08 04:02:25,23800,2.728957414627075,0.3980638086795807,0.01,120000,1937534
2025-02-08 04:02:29,24000,2.91074275970459,0.44953295588493347,0.01,120000,1937534
2025-02-08 04:09:06,24200,2.6747853755950928,0.38789328932762146,0.01,125000,1989721
2025-02-08 04:09:09,24400,2.776552200317383,0.5581884980201721,0.01,125000,1989721
2025-02-08 04:09:13,24600,2.687744379043579,0.3390434980392456,0.01,125000,1989721
2025-02-08 04:09:16,24800,2.5286786556243896,0.4825899004936218,0.01,125000,1989721
2025-02-08 04:09:20,25000,2.6234350204467773,0.4391379952430725,0.01,125000,1989721
2025-02-08 04:16:20,25200,2.7803778648376465,0.45273178815841675,0.01,130000,2044252
2025-02-08 04:16:24,25400,2.53296160697937,0.37249648571014404,0.01,130000,2044252
2025-02-08 04:16:27,25600,2.7152953147888184,0.4319584369659424,0.01,130000,2044252
2025-02-08 04:16:31,25800,2.5996339321136475,0.4216204881668091,0.01,130000,2044252
2025-02-08 04:16:34,26000,2.6849076747894287,0.36565566062927246,0.01,130000,2044252
2025-02-08 04:22:52,26200,2.671422004699707,0.36591991782188416,0.01,135000,2095298
2025-02-08 04:22:56,26400,2.749729633331299,0.3029636740684509,0.01,135000,2095298
2025-02-08 04:22:59,26600,2.627157211303711,0.4475005865097046,0.01,135000,2095298
2025-02-08 04:23:03,26800,2.6414923667907715,0.3637882471084595,0.01,135000,2095298
2025-02-08 04:23:06,27000,2.6057019233703613,0.3539470434188843,0.01,135000,2095298
2025-02-08 04:29:28,27200,2.583793878555298,0.5042746067047119,0.01,140000,2146737
2025-02-08 04:29:32,27400,2.4994921684265137,0.29257768392562866,0.01,140000,2146737
2025-02-08 04:29:35,27600,2.725836753845215,0.4402060806751251,0.01,140000,2146737
2025-02-08 04:29:39,27800,2.4983386993408203,0.41846752166748047,0.01,140000,2146737
2025-02-08 04:29:42,28000,2.726073741912842,0.39154526591300964,0.01,140000,2146737
2025-02-08 04:36:09,28200,2.6955108642578125,0.3511306643486023,0.01,145000,2197797
2025-02-08 04:36:13,28400,2.5914297103881836,0.4045860767364502,0.01,145000,2197797
2025-02-08 04:36:16,28600,2.6176722049713135,0.36478757858276367,0.01,145000,2197797
2025-02-08 04:36:20,28800,2.697495698928833,0.22622720897197723,0.01,145000,2197797
2025-02-08 04:36:23,29000,2.558499336242676,0.3555605709552765,0.01,145000,2197797
2025-02-08 04:42:57,29200,2.57088565826416,0.4032145142555237,0.01,150000,2248809
2025-02-08 04:43:00,29400,2.7075657844543457,0.49780359864234924,0.01,150000,2248809
2025-02-08 04:43:04,29600,2.535210609436035,0.41904792189598083,0.01,150000,2248809
2025-02-08 04:43:07,29800,2.558227300643921,0.37792348861694336,0.01,150000,2248809
2025-02-08 04:43:10,30000,2.5235702991485596,0.3085591495037079,0.01,150000,2248809
2025-02-08 04:49:37,30200,2.7338879108428955,0.27190086245536804,0.01,155000,2300491
2025-02-08 04:49:40,30400,2.4764742851257324,0.3804556131362915,0.01,155000,2300491
2025-02-08 04:49:44,30600,2.49859881401062,0.28786391019821167,0.01,155000,2300491
2025-02-08 04:49:47,30800,2.523545980453491,0.34957805275917053,0.01,155000,2300491
2025-02-08 04:49:51,31000,2.5625858306884766,0.33105987310409546,0.01,155000,2300491
2025-02-08 04:56:11,31200,2.5953786373138428,0.3656202554702759,0.01,160000,2352047
2025-02-08 04:56:15,31400,2.711219072341919,0.2636185884475708,0.01,160000,2352047
2025-02-08 04:56:18,31600,2.6180403232574463,0.38015568256378174,0.01,160000,2352047
2025-02-08 04:56:22,31800,2.738708972930908,0.29150187969207764,0.01,160000,2352047
2025-02-08 04:56:25,32000,2.453737735748291,0.3629118800163269,0.01,160000,2352047
2025-02-08 05:02:43,32200,2.3901779651641846,0.33902299404144287,0.01,165000,2403219
2025-02-08 05:02:46,32400,2.610529899597168,0.3363990783691406,0.01,165000,2403219
2025-02-08 05:02:50,32600,2.5274481773376465,0.31275078654289246,0.01,165000,2403219
2025-02-08 05:02:53,32800,2.652318000793457,0.37915900349617004,0.01,165000,2403219
2025-02-08 05:02:57,33000,2.546888828277588,0.3967220187187195,0.01,165000,2403219
2025-02-08 05:09:19,33200,2.445941925048828,0.3780519664287567,0.01,170000,2455583
2025-02-08 05:09:22,33400,2.5780258178710938,0.37929683923721313,0.01,170000,2455583
2025-02-08 05:09:26,33600,2.3646817207336426,0.2884628176689148,0.01,170000,2455583
2025-02-08 05:09:29,33800,2.5272767543792725,0.2654850482940674,0.01,170000,2455583
2025-02-08 05:09:33,34000,2.452815532684326,0.32854074239730835,0.01,170000,2455583
2025-02-08 05:15:57,34200,2.4713573455810547,0.2423011064529419,0.01,175000,2506935
2025-02-08 05:16:00,34400,2.526845693588257,0.29035714268684387,0.01,175000,2506935
2025-02-08 05:16:04,34600,2.5591630935668945,0.3012445569038391,0.01,175000,2506935
2025-02-08 05:16:08,34800,2.4773528575897217,0.2222534716129303,0.01,175000,2506935
2025-02-08 05:16:11,35000,2.5349225997924805,0.2474026083946228,0.01,175000,2506935
2025-02-08 05:22:23,35200,2.4759409427642822,0.2372930347919464,0.01,180000,2558825
2025-02-08 05:22:26,35400,2.471120834350586,0.4124521017074585,0.01,180000,2558825
2025-02-08 05:22:30,35600,2.517662763595581,0.20201779901981354,0.01,180000,2558825
2025-02-08 05:22:33,35800,2.4612340927124023,0.3067111670970917,0.01,180000,2558825
2025-02-08 05:22:37,36000,2.4536972045898438,0.2555687129497528,0.01,180000,2558825
2025-02-08 05:29:06,36200,2.54018497467041,0.16875530779361725,0.01,185000,2611629
2025-02-08 05:29:10,36400,2.6132760047912598,0.24025331437587738,0.01,185000,2611629
2025-02-08 05:29:14,36600,2.393526077270508,0.23641449213027954,0.01,185000,2611629
2025-02-08 05:29:17,36800,2.4935555458068848,0.3141903877258301,0.01,185000,2611629
2025-02-08 05:29:21,37000,2.5310754776000977,0.22072160243988037,0.01,185000,2611629
2025-02-08 05:35:50,37200,2.4862794876098633,0.19332271814346313,0.01,190000,2664528
2025-02-08 05:35:53,37400,2.539907932281494,0.24217402935028076,0.01,190000,2664528
2025-02-08 05:35:57,37600,2.6409082412719727,0.17990514636039734,0.01,190000,2664528
2025-02-08 05:36:00,37800,2.4312119483947754,0.26477622985839844,0.01,190000,2664528
2025-02-08 05:36:04,38000,2.346102476119995,0.33451032638549805,0.01,190000,2664528
2025-02-08 05:42:43,38200,2.4089906215667725,0.2565520405769348,0.01,195000,2718007
2025-02-08 05:42:47,38400,2.637026071548462,0.18239571154117584,0.01,195000,2718007
2025-02-08 05:42:51,38600,2.4102749824523926,0.22139783203601837,0.01,195000,2718007
2025-02-08 05:42:54,38800,2.422293186187744,0.16495150327682495,0.01,195000,2718007
2025-02-08 05:42:58,39000,2.3064522743225098,0.26292288303375244,0.01,195000,2718007
2025-02-08 05:49:37,39200,2.371051549911499,0.12553444504737854,0.01,200000,2771028
2025-02-08 05:49:40,39400,2.413581132888794,0.2569412589073181,0.01,200000,2771028
2025-02-08 05:49:43,39600,2.405202627182007,0.24328714609146118,0.01,200000,2771028
2025-02-08 05:49:47,39800,2.454090118408203,0.16111846268177032,0.01,200000,2771028
2025-02-08 05:49:50,40000,2.4597113132476807,0.263110488653183,0.01,200000,2771028
2025-02-08 05:56:33,40200,2.481205701828003,0.25337547063827515,0.01,205000,2825183
2025-02-08 05:56:36,40400,2.523665428161621,0.27776652574539185,0.01,205000,2825183
2025-02-08 05:56:40,40600,2.326937675476074,0.1752524971961975,0.01,205000,2825183
2025-02-08 05:56:43,40800,2.438140869140625,0.2097400277853012,0.01,205000,2825183
2025-02-08 05:56:47,41000,2.529858350753784,0.20296341180801392,0.01,205000,2825183
2025-02-08 06:03:40,41200,2.5458085536956787,0.12390682846307755,0.01,210000,2882297
2025-02-08 06:03:44,41400,2.5178449153900146,0.20098720490932465,0.01,210000,2882297
2025-02-08 06:03:47,41600,2.466379165649414,0.1904403567314148,0.01,210000,2882297
2025-02-08 06:03:51,41800,2.363880157470703,0.1826385110616684,0.01,210000,2882297
2025-02-08 06:03:54,42000,2.423783779144287,0.1815994679927826,0.01,210000,2882297
2025-02-08 06:10:48,42200,2.3496012687683105,0.23874904215335846,0.01,215000,2937713
2025-02-08 06:10:52,42400,2.523332118988037,0.18509215116500854,0.01,215000,2937713
2025-02-08 06:10:55,42600,2.395375967025757,0.10227899998426437,0.01,215000,2937713
2025-02-08 06:10:59,42800,2.3272523880004883,0.21905168890953064,0.01,215000,2937713
2025-02-08 06:11:03,43000,2.348538875579834,0.18445903062820435,0.01,215000,2937713
2025-02-08 06:17:51,43200,2.2627291679382324,0.19706229865550995,0.01,220000,2992107
2025-02-08 06:17:54,43400,2.3246617317199707,0.10721662640571594,0.01,220000,2992107
2025-02-08 06:17:58,43600,2.410209894180298,0.15194204449653625,0.01,220000,2992107
2025-02-08 06:18:01,43800,2.298894166946411,0.12194282561540604,0.01,220000,2992107
2025-02-08 06:18:05,44000,2.231203556060791,0.19035524129867554,0.01,220000,2992107
2025-02-08 06:25:05,44200,2.485591173171997,0.10870341956615448,0.01,225000,3049289
2025-02-08 06:25:09,44400,2.3593316078186035,0.1776025891304016,0.01,225000,3049289
2025-02-08 06:25:12,44600,2.3197689056396484,0.16812777519226074,0.01,225000,3049289
2025-02-08 06:25:16,44800,2.4064934253692627,0.13155396282672882,0.01,225000,3049289
2025-02-08 06:25:19,45000,2.177353858947754,0.16303712129592896,0.01,225000,3049289
2025-02-08 06:32:28,45200,2.365220785140991,0.1911998838186264,0.01,230000,3106382
2025-02-08 06:32:32,45400,2.3851170539855957,0.18059620261192322,0.01,230000,3106382
2025-02-08 06:32:35,45600,2.4749021530151367,0.16956102848052979,0.01,230000,3106382
2025-02-08 06:32:39,45800,2.3511805534362793,0.16298942267894745,0.01,230000,3106382
2025-02-08 06:32:42,46000,2.4169671535491943,0.14572426676750183,0.01,230000,3106382
2025-02-08 06:39:43,46200,2.432816982269287,0.19170337915420532,0.01,235000,3162466
2025-02-08 06:39:46,46400,2.438394546508789,0.08082255721092224,0.01,235000,3162466
2025-02-08 06:39:50,46600,2.379269599914551,0.18375948071479797,0.01,235000,3162466
2025-02-08 06:39:53,46800,2.5657384395599365,0.11858636140823364,0.01,235000,3162466
2025-02-08 06:39:57,47000,2.3777542114257812,0.1819285750389099,0.01,235000,3162466
2025-02-08 06:46:53,47200,2.463639736175537,0.17556479573249817,0.01,240000,3218871
2025-02-08 06:46:56,47400,2.467453956604004,0.1275995373725891,0.01,240000,3218871
2025-02-08 06:47:00,47600,2.4767539501190186,0.11180604994297028,0.01,240000,3218871
2025-02-08 06:47:03,47800,2.454209327697754,0.21802888810634613,0.01,240000,3218871
2025-02-08 06:47:07,48000,2.478048324584961,0.18049195408821106,0.01,240000,3218871
2025-02-08 06:54:18,48200,2.497616767883301,0.20000314712524414,0.01,245000,3277067
2025-02-08 06:54:22,48400,2.5320076942443848,0.13912233710289001,0.01,245000,3277067
2025-02-08 06:54:25,48600,2.377147912979126,0.1831957995891571,0.01,245000,3277067
2025-02-08 06:54:29,48800,2.49832820892334,0.1395852416753769,0.01,245000,3277067
2025-02-08 06:54:32,49000,2.3684983253479004,0.1679806113243103,0.01,245000,3277067
2025-02-08 07:01:55,49200,2.3752408027648926,0.14281576871871948,0.01,250000,3335365
2025-02-08 07:01:59,49400,2.524059295654297,0.18464066088199615,0.01,250000,3335365
2025-02-08 07:02:02,49600,2.348311424255371,0.1563357412815094,0.01,250000,3335365
2025-02-08 07:02:05,49800,2.3541033267974854,0.2167779505252838,0.01,250000,3335365
2025-02-08 07:02:09,50000,2.5314955711364746,0.18443241715431213,0.01,250000,3335365
2025-02-08 07:09:15,50200,2.3267974853515625,0.1725771129131317,0.01,255000,3392460
2025-02-08 07:09:19,50400,2.337955951690674,0.13493464887142181,0.01,255000,3392460
2025-02-08 07:09:22,50600,2.5165228843688965,0.24274733662605286,0.01,255000,3392460
2025-02-08 07:09:26,50800,2.3070874214172363,0.15587469935417175,0.01,255000,3392460
2025-02-08 07:09:29,51000,2.429393768310547,0.14946338534355164,0.01,255000,3392460
2025-02-08 07:16:28,51200,2.209550619125366,0.15655717253684998,0.01,260000,3450304
2025-02-08 07:16:31,51400,2.422307014465332,0.14818651974201202,0.01,260000,3450304
2025-02-08 07:16:35,51600,2.4560537338256836,0.19401931762695312,0.01,260000,3450304
2025-02-08 07:16:38,51800,2.1882662773132324,0.23586754500865936,0.01,260000,3450304
2025-02-08 07:16:42,52000,2.357816219329834,0.1546924114227295,0.01,260000,3450304
2025-02-08 07:23:59,52200,2.2734508514404297,0.17378342151641846,0.01,265000,3510914
2025-02-08 07:24:02,52400,2.288867950439453,0.19499996304512024,0.01,265000,3510914
2025-02-08 07:24:06,52600,2.390751600265503,0.16916638612747192,0.01,265000,3510914
2025-02-08 07:24:10,52800,2.331312656402588,0.17625215649604797,0.01,265000,3510914
2025-02-08 07:24:13,53000,2.2279763221740723,0.20489375293254852,0.01,265000,3510914
2025-02-08 07:31:27,53200,2.3515708446502686,0.213809072971344,0.01,270000,3570375
2025-02-08 07:31:30,53400,2.112321138381958,0.1827898472547531,0.01,270000,3570375
2025-02-08 07:31:34,53600,2.3176193237304688,0.16405512392520905,0.01,270000,3570375
2025-02-08 07:31:37,53800,2.2866201400756836,0.1005241796374321,0.01,270000,3570375
2025-02-08 07:31:41,54000,2.4165682792663574,0.16417700052261353,0.01,270000,3570375
2025-02-08 07:38:50,54200,2.2263734340667725,0.15386371314525604,0.01,275000,3628350
2025-02-08 07:38:54,54400,2.307098388671875,0.143915057182312,0.01,275000,3628350
2025-02-08 07:38:58,54600,2.279918909072876,0.190311461687088,0.01,275000,3628350
2025-02-08 07:39:01,54800,2.3209917545318604,0.15303994715213776,0.01,275000,3628350
2025-02-08 07:39:05,55000,2.4740383625030518,0.15932059288024902,0.01,275000,3628350
2025-02-08 07:46:19,55200,2.2618346214294434,0.18558764457702637,0.01,280000,3686729
2025-02-08 07:46:23,55400,2.1920437812805176,0.16572728753089905,0.01,280000,3686729
2025-02-08 07:46:26,55600,2.4285972118377686,0.15326717495918274,0.01,280000,3686729
2025-02-08 07:46:30,55800,2.302582263946533,0.14149779081344604,0.01,280000,3686729
2025-02-08 07:46:33,56000,2.440161943435669,0.15469956398010254,0.01,280000,3686729
2025-02-08 07:53:40,56200,2.335853338241577,0.17078480124473572,0.01,285000,3745166
2025-02-08 07:53:44,56400,2.439363479614258,0.16104280948638916,0.01,285000,3745166
2025-02-08 07:53:47,56600,2.2922799587249756,0.20928382873535156,0.01,285000,3745166
2025-02-08 07:53:51,56800,2.4057538509368896,0.1741832196712494,0.01,285000,3745166
2025-02-08 07:53:54,57000,2.2755706310272217,0.12267859280109406,0.01,285000,3745166
2025-02-08 08:01:05,57200,2.5292763710021973,0.1629467010498047,0.01,290000,3804002
2025-02-08 08:01:09,57400,2.3853397369384766,0.17849205434322357,0.01,290000,3804002
2025-02-08 08:01:13,57600,2.411895275115967,0.24285833537578583,0.01,290000,3804002
2025-02-08 08:01:16,57800,2.316154956817627,0.12479372322559357,0.01,290000,3804002
2025-02-08 08:01:20,58000,2.2016239166259766,0.15373116731643677,0.01,290000,3804002
2025-02-08 08:08:16,58200,2.4093799591064453,0.21192505955696106,0.01,295000,3860457
2025-02-08 08:08:19,58400,2.396122932434082,0.2279026210308075,0.01,295000,3860457
2025-02-08 08:08:23,58600,2.176119804382324,0.17444822192192078,0.01,295000,3860457
2025-02-08 08:08:26,58800,2.3116300106048584,0.16685333847999573,0.01,295000,3860457
2025-02-08 08:08:30,59000,2.2652783393859863,0.13243785500526428,0.01,295000,3860457
2025-02-08 08:15:56,59200,2.452491283416748,0.14732341468334198,0.01,300000,3920047
2025-02-08 08:15:59,59400,2.339547872543335,0.24465608596801758,0.01,300000,3920047
2025-02-08 08:16:03,59600,2.2813453674316406,0.11994821578264236,0.01,300000,3920047
2025-02-08 08:16:06,59800,2.346221923828125,0.18858033418655396,0.01,300000,3920047
2025-02-08 08:16:09,60000,2.3252315521240234,0.23864254355430603,0.01,300000,3920047
2025-02-08 08:23:27,60200,2.1820454597473145,0.21894046664237976,0.01,305000,3979329
2025-02-08 08:23:30,60400,2.2933340072631836,0.1505376398563385,0.01,305000,3979329
2025-02-08 08:23:34,60600,2.333197593688965,0.17322994768619537,0.01,305000,3979329
2025-02-08 08:23:37,60800,2.472383975982666,0.15633061528205872,0.01,305000,3979329
2025-02-08 08:23:41,61000,2.584301471710205,0.25435328483581543,0.01,305000,3979329
2025-02-08 08:30:55,61200,2.261378049850464,0.2614783048629761,0.01,310000,4038135
2025-02-08 08:30:59,61400,2.5965943336486816,0.11565659195184708,0.01,310000,4038135
2025-02-08 08:31:02,61600,2.328002452850342,0.18110153079032898,0.01,310000,4038135
2025-02-08 08:31:06,61800,2.4012186527252197,0.18821704387664795,0.01,310000,4038135
2025-02-08 08:31:09,62000,2.337864637374878,0.1635861098766327,0.01,310000,4038135
2025-02-08 08:38:24,62200,2.495657444000244,0.17515721917152405,0.01,315000,4097729
2025-02-08 08:38:27,62400,2.210270643234253,0.19358403980731964,0.01,315000,4097729
2025-02-08 08:38:31,62600,2.239866018295288,0.07588089257478714,0.01,315000,4097729
2025-02-08 08:38:34,62800,2.427680730819702,0.1335226446390152,0.01,315000,4097729
